NetSales,OrderQuantity,UnitPrice,ProductCategory,ProductSubcategory,City,State
255.6792,2,2039.994,Bikes,Mountain Bikes,Cerritos,California
767.0376,6,2039.994,Bikes,Mountain Bikes,City Of Commerce,California
383.5188,3,2039.994,Bikes,Mountain Bikes,Fernley,Nevada
127.8396,1,2039.994,Bikes,Mountain Bikes,Cerritos,California
127.8396,1,2039.994,Bikes,Mountain Bikes,Fernley,Nevada
383.5188,3,2039.994,Bikes,Mountain Bikes,City Of Commerce,California
-97.3288,4,2146.962,Bikes,Road Bikes,Denver,Colorado
-24.3322,1,2146.962,Bikes,Road Bikes,Denver,Colorado
-121.661,5,2146.962,Bikes,Road Bikes,Denver,Colorado
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-19.8286,2,874.794,Bikes,Road Bikes,Denver,Colorado
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-19.8286,2,874.794,Bikes,Road Bikes,Las Vegas,Nevada
-9.9143,1,874.794,Bikes,Road Bikes,San Francisco,California
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-39.6572,4,874.794,Bikes,Road Bikes,Las Vegas,Nevada
-9.9143,1,874.794,Bikes,Road Bikes,San Francisco,California
-9.9143,1,874.794,Bikes,Road Bikes,Hanford,California
-134.4954,2,419.4589,Bikes,Road Bikes,Denver,Colorado
-201.7431,3,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-134.4954,2,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-134.4954,2,419.4589,Bikes,Road Bikes,Denver,Colorado
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-134.4954,2,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-67.2477,1,419.4589,Bikes,Road Bikes,San Francisco,California
-336.2385,5,419.4589,Bikes,Road Bikes,Denver,Colorado
-134.4954,2,419.4589,Bikes,Road Bikes,San Francisco,California
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-268.9908,4,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-134.4954,2,419.4589,Bikes,Road Bikes,San Francisco,California
-201.7431,3,419.4589,Bikes,Road Bikes,Daly City,California
-201.7431,3,419.4589,Bikes,Road Bikes,Denver,Colorado
-134.4954,2,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-67.2477,1,419.4589,Bikes,Road Bikes,San Francisco,California
7.1002,1,20.1865,Accessories,Helmets,Cerritos,California
21.3006,3,20.1865,Accessories,Helmets,City Of Commerce,California
14.2004,2,20.1865,Accessories,Helmets,Cerritos,California
21.3006,3,20.1865,Accessories,Helmets,City Of Commerce,California
21.3006,3,20.1865,Accessories,Helmets,Cerritos,California
4.7586,1,356.898,Components,Road Frames,San Mateo,California
-24.3322,1,2146.962,Bikes,Road Bikes,San Mateo,California
-134.4954,2,419.4589,Bikes,Road Bikes,San Mateo,California
-67.2477,1,419.4589,Bikes,Road Bikes,San Mateo,California
-3.4716,2,5.1865,Clothing,Caps,Loveland,Colorado
-3.4716,2,5.1865,Clothing,Caps,Tooele,Utah
-3.4716,2,5.1865,Clothing,Caps,Baldwin Park,California
-5.2074,3,5.1865,Clothing,Caps,Orange,California
-8.679,5,5.1865,Clothing,Caps,Gilroy,California
-5.2074,3,5.1865,Clothing,Caps,Simi Valley,California
-10.4148,6,5.1865,Clothing,Caps,Ontario,California
-5.2074,3,5.1865,Clothing,Caps,Culver City,California
-24.3367,1,714.7043,Components,Mountain Frames,Loveland,Colorado
-24.3367,1,714.7043,Components,Mountain Frames,Reno,Nevada
-48.6734,2,714.7043,Components,Mountain Frames,Loveland,Colorado
-48.6734,2,714.7043,Components,Mountain Frames,Tooele,Utah
-24.3367,1,714.7043,Components,Mountain Frames,Culver City,California
110.6672,1,809.76,Components,Mountain Frames,Loveland,Colorado
221.3344,2,809.76,Components,Mountain Frames,Loveland,Colorado
221.3344,2,809.76,Components,Mountain Frames,Reno,Nevada
-24.6053,1,722.5949,Components,Mountain Frames,Tooele,Utah
-24.6053,1,722.5949,Components,Mountain Frames,San Ysidro,California
-24.6053,1,722.5949,Components,Mountain Frames,Culver City,California
-49.2106,2,722.5949,Components,Mountain Frames,Reno,Nevada
-24.6053,1,722.5949,Components,Mountain Frames,San Ysidro,California
111.889,1,818.7,Components,Mountain Frames,Reno,Nevada
-52.0886,2,178.5808,Components,Road Frames,Ontario,California
-78.1329,3,178.5808,Components,Road Frames,Orange,California
-26.0443,1,178.5808,Components,Road Frames,Lake Elsinore,California
-78.1329,3,178.5808,Components,Road Frames,Ontario,California
-26.0443,1,178.5808,Components,Road Frames,Lake Elsinore,California
-52.0886,2,178.5808,Components,Road Frames,Ontario,California
-6.4378,2,183.9382,Components,Road Frames,Lake Elsinore,California
-16.0945,5,183.9382,Components,Road Frames,Ontario,California
-3.2189,1,183.9382,Components,Road Frames,Orange,California
-3.2189,1,183.9382,Components,Road Frames,Lake Elsinore,California
-3.2189,1,183.9382,Components,Road Frames,Ontario,California
-3.2189,1,183.9382,Components,Road Frames,Orange,California
-3.2189,1,183.9382,Components,Road Frames,Ontario,California
-6.4378,2,183.9382,Components,Road Frames,Orange,California
-16.0945,5,183.9382,Components,Road Frames,Lake Elsinore,California
-3.2189,1,183.9382,Components,Road Frames,Ontario,California
-57.9114,6,28.8404,Clothing,Jerseys,Loveland,Colorado
-28.9557,3,28.8404,Clothing,Jerseys,Tooele,Utah
-19.3038,2,28.8404,Clothing,Jerseys,Baldwin Park,California
-19.3038,2,28.8404,Clothing,Jerseys,Orange,California
-19.3038,2,28.8404,Clothing,Jerseys,Gilroy,California
-9.6519,1,28.8404,Clothing,Jerseys,Simi Valley,California
-19.3038,2,28.8404,Clothing,Jerseys,Ontario,California
-19.3038,2,28.8404,Clothing,Jerseys,Culver City,California
-9.6519,1,28.8404,Clothing,Jerseys,Loveland,Colorado
-19.3038,2,28.8404,Clothing,Jerseys,Tooele,Utah
-9.6519,1,28.8404,Clothing,Jerseys,Orange,California
-28.9557,3,28.8404,Clothing,Jerseys,Gilroy,California
-38.6076,4,28.8404,Clothing,Jerseys,Lake Elsinore,California
-9.6519,1,28.8404,Clothing,Jerseys,Ontario,California
-28.9557,3,28.8404,Clothing,Jerseys,Culver City,California
-28.9557,3,28.8404,Clothing,Jerseys,Loveland,Colorado
-9.6519,1,28.8404,Clothing,Jerseys,Orange,California
-28.9557,3,28.8404,Clothing,Jerseys,Gilroy,California
-38.6076,4,28.8404,Clothing,Jerseys,Lake Elsinore,California
-19.3038,2,28.8404,Clothing,Jerseys,Ontario,California
-28.9557,3,28.8404,Clothing,Jerseys,Culver City,California
9.5172,2,356.898,Components,Road Frames,Orange,California
4.7586,1,356.898,Components,Road Frames,Lake Elsinore,California
4.7586,1,356.898,Components,Road Frames,Ontario,California
4.7586,1,356.898,Components,Road Frames,Ontario,California
4.6074,2,5.7,Clothing,Socks,Loveland,Colorado
20.7333,9,5.7,Clothing,Socks,Reno,Nevada
16.1259,7,5.7,Clothing,Socks,Tooele,Utah
6.9111,3,5.7,Clothing,Socks,San Ysidro,California
13.8222,6,5.7,Clothing,Socks,Baldwin Park,California
13.8222,6,5.7,Clothing,Socks,Culver City,California
253.7992,2,2024.994,Bikes,Mountain Bikes,Loveland,Colorado
380.6988,3,2024.994,Bikes,Mountain Bikes,San Ysidro,California
126.8996,1,2024.994,Bikes,Mountain Bikes,Baldwin Park,California
634.498,5,2024.994,Bikes,Mountain Bikes,Gilroy,California
253.7992,2,2024.994,Bikes,Mountain Bikes,Culver City,California
253.7992,2,2024.994,Bikes,Mountain Bikes,Loveland,Colorado
507.5984,4,2024.994,Bikes,Mountain Bikes,Reno,Nevada
253.7992,2,2024.994,Bikes,Mountain Bikes,Tooele,Utah
634.498,5,2024.994,Bikes,Mountain Bikes,Gilroy,California
634.498,5,2024.994,Bikes,Mountain Bikes,Culver City,California
634.498,5,2024.994,Bikes,Mountain Bikes,Reno,Nevada
507.5984,4,2024.994,Bikes,Mountain Bikes,San Ysidro,California
126.8996,1,2024.994,Bikes,Mountain Bikes,Baldwin Park,California
761.3976,6,2024.994,Bikes,Mountain Bikes,Gilroy,California
634.498,5,2024.994,Bikes,Mountain Bikes,Culver City,California
1015.1968,8,2024.994,Bikes,Mountain Bikes,Loveland,Colorado
507.5984,4,2024.994,Bikes,Mountain Bikes,Tooele,Utah
380.6988,3,2024.994,Bikes,Mountain Bikes,San Ysidro,California
761.3976,6,2024.994,Bikes,Mountain Bikes,Gilroy,California
507.5984,4,2024.994,Bikes,Mountain Bikes,Culver City,California
255.6792,2,2039.994,Bikes,Mountain Bikes,Loveland,Colorado
255.6792,2,2039.994,Bikes,Mountain Bikes,Tooele,Utah
383.5188,3,2039.994,Bikes,Mountain Bikes,San Ysidro,California
127.8396,1,2039.994,Bikes,Mountain Bikes,Baldwin Park,California
255.6792,2,2039.994,Bikes,Mountain Bikes,Gilroy,California
255.6792,2,2039.994,Bikes,Mountain Bikes,Culver City,California
767.0376,6,2039.994,Bikes,Mountain Bikes,Loveland,Colorado
383.5188,3,2039.994,Bikes,Mountain Bikes,Reno,Nevada
255.6792,2,2039.994,Bikes,Mountain Bikes,Tooele,Utah
511.3584,4,2039.994,Bikes,Mountain Bikes,Gilroy,California
255.6792,2,2039.994,Bikes,Mountain Bikes,Culver City,California
255.6792,2,2039.994,Bikes,Mountain Bikes,Reno,Nevada
511.3584,4,2039.994,Bikes,Mountain Bikes,Tooele,Utah
383.5188,3,2039.994,Bikes,Mountain Bikes,San Ysidro,California
127.8396,1,2039.994,Bikes,Mountain Bikes,Baldwin Park,California
511.3584,4,2039.994,Bikes,Mountain Bikes,Gilroy,California
255.6792,2,2039.994,Bikes,Mountain Bikes,Culver City,California
511.3584,4,2039.994,Bikes,Mountain Bikes,Gilroy,California
-72.9966,3,2146.962,Bikes,Road Bikes,Orange,California
-48.6644,2,2146.962,Bikes,Road Bikes,Lake Elsinore,California
-72.9966,3,2146.962,Bikes,Road Bikes,Lake Elsinore,California
-48.6644,2,2146.962,Bikes,Road Bikes,Orange,California
-48.6644,2,2146.962,Bikes,Road Bikes,Ontario,California
-48.6644,2,2146.962,Bikes,Road Bikes,Orange,California
-24.3322,1,2146.962,Bikes,Road Bikes,Lake Elsinore,California
-97.3288,4,2146.962,Bikes,Road Bikes,Ontario,California
-29.7429,3,874.794,Bikes,Road Bikes,Lake Elsinore,California
-49.5715,5,874.794,Bikes,Road Bikes,Ontario,California
-29.7429,3,874.794,Bikes,Road Bikes,Orange,California
-9.9143,1,874.794,Bikes,Road Bikes,El Cajon,California
-9.9143,1,874.794,Bikes,Road Bikes,Orange,California
-9.9143,1,874.794,Bikes,Road Bikes,Lake Elsinore,California
-9.9143,1,874.794,Bikes,Road Bikes,Simi Valley,California
-79.3144,8,874.794,Bikes,Road Bikes,Ontario,California
-29.7429,3,874.794,Bikes,Road Bikes,Elk Grove,California
-9.9143,1,874.794,Bikes,Road Bikes,Lake Elsinore,California
-9.9143,1,874.794,Bikes,Road Bikes,Simi Valley,California
-59.4858,6,874.794,Bikes,Road Bikes,Ontario,California
-29.7429,3,874.794,Bikes,Road Bikes,Orange,California
-9.9143,1,874.794,Bikes,Road Bikes,Lake Elsinore,California
-59.4858,6,874.794,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-67.2477,1,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-403.4862,6,419.4589,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-67.2477,1,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-67.2477,1,419.4589,Bikes,Road Bikes,Ontario,California
-201.7431,3,419.4589,Bikes,Road Bikes,Orange,California
-67.2477,1,419.4589,Bikes,Road Bikes,Simi Valley,California
-201.7431,3,419.4589,Bikes,Road Bikes,Ontario,California
-134.4954,2,419.4589,Bikes,Road Bikes,Elk Grove,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-201.7431,3,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-67.2477,1,419.4589,Bikes,Road Bikes,Simi Valley,California
-336.2385,5,419.4589,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-67.2477,1,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-134.4954,2,419.4589,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-67.2477,1,419.4589,Bikes,Road Bikes,Ontario,California
-268.9908,4,419.4589,Bikes,Road Bikes,Orange,California
-201.7431,3,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-537.9816,8,419.4589,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Elk Grove,California
-67.2477,1,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-537.9816,8,419.4589,Bikes,Road Bikes,Ontario,California
-134.4954,2,419.4589,Bikes,Road Bikes,Orange,California
-201.7431,3,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-336.2385,5,419.4589,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-134.4954,2,419.4589,Bikes,Road Bikes,El Cajon,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-134.4954,2,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-67.2477,1,419.4589,Bikes,Road Bikes,Simi Valley,California
-982.73054,11,405.477,Bikes,Road Bikes,Ontario,California
-67.2477,1,419.4589,Bikes,Road Bikes,Orange,California
-134.4954,2,419.4589,Bikes,Road Bikes,Lake Elsinore,California
-67.2477,1,419.4589,Bikes,Road Bikes,Simi Valley,California
-470.7339,7,419.4589,Bikes,Road Bikes,Ontario,California
28.4008,4,20.1865,Accessories,Helmets,Loveland,Colorado
28.4008,4,20.1865,Accessories,Helmets,Tooele,Utah
14.2004,2,20.1865,Accessories,Helmets,Orange,California
21.3006,3,20.1865,Accessories,Helmets,Gilroy,California
28.4008,4,20.1865,Accessories,Helmets,Culver City,California
28.4008,4,20.1865,Accessories,Helmets,Loveland,Colorado
21.3006,3,20.1865,Accessories,Helmets,Tooele,Utah
14.2004,2,20.1865,Accessories,Helmets,Orange,California
28.4008,4,20.1865,Accessories,Helmets,Gilroy,California
35.501,5,20.1865,Accessories,Helmets,Ontario,California
14.2004,2,20.1865,Accessories,Helmets,Culver City,California
21.3006,3,20.1865,Accessories,Helmets,Loveland,Colorado
14.2004,2,20.1865,Accessories,Helmets,Tooele,Utah
42.6012,6,20.1865,Accessories,Helmets,Orange,California
21.3006,3,20.1865,Accessories,Helmets,Gilroy,California
49.7014,7,20.1865,Accessories,Helmets,Ontario,California
14.2004,2,20.1865,Accessories,Helmets,Culver City,California
-6.9432,4,5.1865,Clothing,Caps,Cerritos,California
-6.9432,4,5.1865,Clothing,Caps,San Francisco,California
-6.9432,4,5.1865,Clothing,Caps,Daly City,California
-24.3367,1,714.7043,Components,Mountain Frames,Fernley,Nevada
-24.3367,1,714.7043,Components,Mountain Frames,Cerritos,California
-97.3468,4,714.7043,Components,Mountain Frames,City Of Commerce,California
-48.6734,2,714.7043,Components,Mountain Frames,Fernley,Nevada
-48.6734,2,714.7043,Components,Mountain Frames,City Of Commerce,California
110.6672,1,809.76,Components,Mountain Frames,Fernley,Nevada
110.6672,1,809.76,Components,Mountain Frames,Cerritos,California
221.3344,2,809.76,Components,Mountain Frames,City Of Commerce,California
-49.2106,2,722.5949,Components,Mountain Frames,Fernley,Nevada
-24.6053,1,722.5949,Components,Mountain Frames,Cerritos,California
-24.6053,1,722.5949,Components,Mountain Frames,City Of Commerce,California
-24.6053,1,722.5949,Components,Mountain Frames,Fernley,Nevada
-24.6053,1,722.5949,Components,Mountain Frames,Cerritos,California
-49.2106,2,722.5949,Components,Mountain Frames,City Of Commerce,California
223.778,2,818.7,Components,Mountain Frames,Fernley,Nevada
223.778,2,818.7,Components,Mountain Frames,Cerritos,California
111.889,1,818.7,Components,Mountain Frames,City Of Commerce,California
-26.0443,1,178.5808,Components,Road Frames,Denver,Colorado
-6.4378,2,183.9382,Components,Road Frames,Denver,Colorado
-3.2189,1,183.9382,Components,Road Frames,Denver,Colorado
-19.3038,2,28.8404,Clothing,Jerseys,Cerritos,California
-19.3038,2,28.8404,Clothing,Jerseys,San Francisco,California
-19.3038,2,28.8404,Clothing,Jerseys,Daly City,California
-86.8671,9,28.8404,Clothing,Jerseys,City Of Commerce,California
-19.3038,2,28.8404,Clothing,Jerseys,City Of Commerce,California
-38.6076,4,28.8404,Clothing,Jerseys,Cerritos,California
-28.9557,3,28.8404,Clothing,Jerseys,City Of Commerce,California
4.7586,1,356.898,Components,Road Frames,Hanford,California
6.9111,3,5.7,Clothing,Socks,Fernley,Nevada
18.4296,8,5.7,Clothing,Socks,Cerritos,California
11.5185,5,5.7,Clothing,Socks,City Of Commerce,California
-9447.609675,7,843.7475,Bikes,Mountain Bikes,Fernley,Nevada
-4048.975575,3,843.7475,Bikes,Mountain Bikes,Cerritos,California
-4048.975575,3,843.7475,Bikes,Mountain Bikes,City Of Commerce,California
-6748.292625,5,843.7475,Bikes,Mountain Bikes,Fernley,Nevada
-9447.609675,7,843.7475,Bikes,Mountain Bikes,City Of Commerce,California
-10797.2682,8,843.7475,Bikes,Mountain Bikes,Fernley,Nevada
-4048.975575,3,843.7475,Bikes,Mountain Bikes,Cerritos,California
-6748.292625,5,843.7475,Bikes,Mountain Bikes,City Of Commerce,California
-2699.31705,2,843.7475,Bikes,Mountain Bikes,Fernley,Nevada
-4048.975575,3,843.7475,Bikes,Mountain Bikes,Cerritos,California
-10797.2682,8,843.7475,Bikes,Mountain Bikes,City Of Commerce,California
-8157.93615,6,849.9975,Bikes,Mountain Bikes,Fernley,Nevada
-2719.31205,2,849.9975,Bikes,Mountain Bikes,City Of Commerce,California
-5438.6241,4,849.9975,Bikes,Mountain Bikes,Fernley,Nevada
-5438.6241,4,849.9975,Bikes,Mountain Bikes,Cerritos,California
-8157.93615,6,849.9975,Bikes,Mountain Bikes,City Of Commerce,California
-2719.31205,2,849.9975,Bikes,Mountain Bikes,Fernley,Nevada
-2719.31205,2,849.9975,Bikes,Mountain Bikes,Cerritos,California
-4078.968075,3,849.9975,Bikes,Mountain Bikes,City Of Commerce,California
-8157.93615,6,849.9975,Bikes,Mountain Bikes,Fernley,Nevada
-2719.31205,2,849.9975,Bikes,Mountain Bikes,City Of Commerce,California
-24.3322,1,2146.962,Bikes,Road Bikes,Denver,Colorado
-24.3322,1,2146.962,Bikes,Road Bikes,Denver,Colorado
-48.6644,2,2146.962,Bikes,Road Bikes,Denver,Colorado
-48.6644,2,2146.962,Bikes,Road Bikes,Denver,Colorado
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-39.6572,4,874.794,Bikes,Road Bikes,Las Vegas,Nevada
-39.6572,4,874.794,Bikes,Road Bikes,Daly City,California
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-29.7429,3,874.794,Bikes,Road Bikes,Las Vegas,Nevada
-9.9143,1,874.794,Bikes,Road Bikes,Denver,Colorado
-134.4954,2,419.4589,Bikes,Road Bikes,Denver,Colorado
-67.2477,1,419.4589,Bikes,Road Bikes,Santa Ana,California
-134.4954,2,419.4589,Bikes,Road Bikes,Denver,Colorado
-201.7431,3,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-134.4954,2,419.4589,Bikes,Road Bikes,Daly City,California
-201.7431,3,419.4589,Bikes,Road Bikes,Denver,Colorado
-336.2385,5,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-67.2477,1,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-134.4954,2,419.4589,Bikes,Road Bikes,San Francisco,California
-134.4954,2,419.4589,Bikes,Road Bikes,Daly City,California
-67.2477,1,419.4589,Bikes,Road Bikes,Denver,Colorado
-336.2385,5,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-134.4954,2,419.4589,Bikes,Road Bikes,San Francisco,California
-134.4954,2,419.4589,Bikes,Road Bikes,Denver,Colorado
-201.7431,3,419.4589,Bikes,Road Bikes,Denver,Colorado
-67.2477,1,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-67.2477,1,419.4589,Bikes,Road Bikes,San Francisco,California
-134.4954,2,419.4589,Bikes,Road Bikes,Daly City,California
-201.7431,3,419.4589,Bikes,Road Bikes,Las Vegas,Nevada
-134.4954,2,419.4589,Bikes,Road Bikes,San Francisco,California
49.7014,7,20.1865,Accessories,Helmets,Cerritos,California
28.4008,4,20.1865,Accessories,Helmets,City Of Commerce,California
28.4008,4,20.1865,Accessories,Helmets,Cerritos,California
56.8016,8,20.1865,Accessories,Helmets,City Of Commerce,California
28.4008,4,20.1865,Accessories,Helmets,City Of Commerce,California
-13.8864,8,5.1865,Clothing,Caps,Longmont,Colorado
-10.4148,6,5.1865,Clothing,Caps,Phoenix,Arizona
46.875,10,15,Accessories,Locks,Longmont,Colorado
18.75,4,15,Accessories,Locks,Phoenix,Arizona
71.071392,12,22.0342,Clothing,Gloves,Phoenix,Arizona
49.8617,7,22.794,Clothing,Gloves,Phoenix,Arizona
14.2462,2,22.794,Clothing,Gloves,Phoenix,Arizona
14.9088,3,14.1289,Clothing,Gloves,Longmont,Colorado
24.848,5,14.1289,Clothing,Gloves,Phoenix,Arizona
34.7872,7,14.1289,Clothing,Gloves,Longmont,Colorado
19.8784,4,14.1289,Clothing,Gloves,Phoenix,Arizona
4.9696,1,14.1289,Clothing,Gloves,Longmont,Colorado
24.848,5,14.1289,Clothing,Gloves,Phoenix,Arizona
71.6008,2,137.694,Components,Forks,Phoenix,Arizona
38.9158,2,74.838,Components,Headsets,Phoenix,Arizona
-8.6865,3,736.1455,Components,Mountain Frames,Phoenix,Arizona
-8.6865,3,736.1455,Components,Mountain Frames,Phoenix,Arizona
-8.7825,3,744.2727,Components,Mountain Frames,Phoenix,Arizona
-2.9275,1,744.2727,Components,Mountain Frames,Phoenix,Arizona
-2.9275,1,744.2727,Components,Mountain Frames,Phoenix,Arizona
140.5005,3,180.129,Components,Wheels,Phoenix,Arizona
36.6057,3,65.6018,Components,Handlebars,Phoenix,Arizona
204.182,4,196.329,Components,Wheels,Phoenix,Arizona
-175.632,2,780.8182,Components,Road Frames,Longmont,Colorado
-439.08,5,780.8182,Components,Road Frames,Longmont,Colorado
102.9788,2,198.036,Components,Wheels,Longmont,Colorado
69.3669,3,88.932,Components,Forks,Phoenix,Arizona
5.3352,1,20.52,Components,Headsets,Phoenix,Arizona
18.9524,2,36.447,Components,Wheels,Phoenix,Arizona
36.1496,8,24.2945,Components,Handlebars,Phoenix,Arizona
13.6882,1,52.647,Components,Wheels,Phoenix,Arizona
-103.4345,5,183.9382,Components,Road Frames,Longmont,Colorado
-62.0607,3,183.9382,Components,Road Frames,Longmont,Colorado
-20.6869,1,183.9382,Components,Road Frames,Longmont,Colorado
15.1749,1,202.332,Components,Road Frames,Longmont,Colorado
60.6996,4,202.332,Components,Road Frames,Longmont,Colorado
15.1749,1,202.332,Components,Road Frames,Longmont,Colorado
45.5247,3,202.332,Components,Road Frames,Longmont,Colorado
35.1202,2,67.539,Components,Wheels,Longmont,Colorado
-122.87968,11,27.879,Clothing,Jerseys,Longmont,Colorado
-77.2152,8,28.8404,Clothing,Jerseys,Phoenix,Arizona
-134.05056,12,27.879,Clothing,Jerseys,Longmont,Colorado
-19.3038,2,28.8404,Clothing,Jerseys,Trabuco Canyon,California
-57.9114,6,28.8404,Clothing,Jerseys,Phoenix,Arizona
-77.2152,8,28.8404,Clothing,Jerseys,Longmont,Colorado
-122.87968,11,27.879,Clothing,Jerseys,Phoenix,Arizona
33.7462,2,53.994,Clothing,Bib-Shorts,Longmont,Colorado
67.4924,4,53.994,Clothing,Bib-Shorts,Phoenix,Arizona
168.731,10,53.994,Clothing,Bib-Shorts,Longmont,Colorado
168.352992,12,52.1942,Clothing,Bib-Shorts,Phoenix,Arizona
101.2386,6,53.994,Clothing,Bib-Shorts,Longmont,Colorado
16.8731,1,53.994,Clothing,Bib-Shorts,Phoenix,Arizona
22.4962,2,35.994,Clothing,Shorts,Longmont,Colorado
11.2481,1,35.994,Clothing,Shorts,Phoenix,Arizona
101.2329,9,35.994,Clothing,Shorts,Longmont,Colorado
67.4886,6,35.994,Clothing,Shorts,Phoenix,Arizona
22.4962,2,35.994,Clothing,Shorts,Longmont,Colorado
44.9924,4,35.994,Clothing,Shorts,Phoenix,Arizona
22.4886,6,11.994,Accessories,Pumps,Longmont,Colorado
26.2367,7,11.994,Accessories,Pumps,Phoenix,Arizona
46.8734,2,209.256,Components,Mountain Frames,Phoenix,Arizona
70.3101,3,209.256,Components,Mountain Frames,Phoenix,Arizona
46.8734,2,209.256,Components,Mountain Frames,Phoenix,Arizona
97.8237,3,125.415,Components,Wheels,Phoenix,Arizona
25.128,4,33.7745,Components,Handlebars,Phoenix,Arizona
147.2796,4,141.615,Components,Wheels,Phoenix,Arizona
-36.4901,1,324.4527,Components,Road Frames,Longmont,Colorado
-109.4703,3,324.4527,Components,Road Frames,Longmont,Colorado
77.4962,2,149.031,Components,Wheels,Longmont,Colorado
-135.1344,6,1229.4589,Bikes,Mountain Bikes,Phoenix,Arizona
-90.0896,4,1229.4589,Bikes,Mountain Bikes,Phoenix,Arizona
-22.5224,1,1229.4589,Bikes,Mountain Bikes,Phoenix,Arizona
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Phoenix,Arizona
-91.0708,4,1242.8518,Bikes,Mountain Bikes,Phoenix,Arizona
148.6758,3,647.994,Bikes,Mountain Bikes,Phoenix,Arizona
198.2344,4,647.994,Bikes,Mountain Bikes,Phoenix,Arizona
148.6758,3,647.994,Bikes,Mountain Bikes,Phoenix,Arizona
-738.0312,3,1308.9375,Bikes,Road Bikes,Longmont,Colorado
-984.0416,4,1308.9375,Bikes,Road Bikes,Longmont,Colorado
-263.882,5,1466.01,Bikes,Road Bikes,Longmont,Colorado
-52.7764,1,1466.01,Bikes,Road Bikes,Longmont,Colorado
-451.2692,4,600.2625,Bikes,Road Bikes,Longmont,Colorado
-451.2692,4,600.2625,Bikes,Road Bikes,Longmont,Colorado
-225.6346,2,600.2625,Bikes,Road Bikes,Longmont,Colorado
-67.6504,4,469.794,Bikes,Road Bikes,Longmont,Colorado
-50.7378,3,469.794,Bikes,Road Bikes,Cedar City,Utah
-84.563,5,469.794,Bikes,Road Bikes,Longmont,Colorado
-135.3008,8,469.794,Bikes,Road Bikes,Longmont,Colorado
-966.8361,3,234.897,Bikes,Road Bikes,Cedar City,Utah
-499.861008,12,454.1342,Bikes,Road Bikes,Longmont,Colorado
-33.8252,2,469.794,Bikes,Road Bikes,Cedar City,Utah
-1474.292175,19,430.6445,Bikes,Road Bikes,Longmont,Colorado
-33.8252,2,469.794,Bikes,Road Bikes,Cedar City,Utah
-84.563,5,469.794,Bikes,Road Bikes,Longmont,Colorado
8.21436,4,16.8221,Accessories,Helmets,Longmont,Colorado
8.21436,4,16.8221,Accessories,Helmets,Phoenix,Arizona
10.26795,5,16.8221,Accessories,Helmets,Longmont,Colorado
20.5359,10,16.8221,Accessories,Helmets,Phoenix,Arizona
8.21436,4,16.8221,Accessories,Helmets,Longmont,Colorado
20.5359,10,16.8221,Accessories,Helmets,Phoenix,Arizona
